(ee582a8bc0, 40913290b26)
(126c295cf34, 3f7e70db50a)
(4fe03229518, 6694ffa58d3)
(6d09d45d562, 243d7df2bed)
(12939ca3f73, 70d52c36524)
(b35d691d3f, 2464f5b91f8)
(c5072ec247, 639a1cd3499)
(4bb8e45cdaa, 5e6feeace68)
(5b3c8721260, 2464f5b91f8)
(6bff7fee1f0, 5e5bb94b3f7)
(4b36c64bb75, 61cb8a37fd)
(8b3328e5af0, 3b1b365ac84)
(892e72d2621, 98ad612884)
(6fee7ed4f0c, 243d7df2bed)
(2ebc170dab5, 28ff7c1768b)
(178b6479fd1, 2464f5b91f8)
(6b5a6df1e0e, 6694ffa58d3)
(82d9e13faa8, 855f31c2e7f)
(8e144c0422c, 71ecb33b0c9)
(5e58d5255bd, 40913290b26)
(d2220e1fd1, 243d7df2bed)
(6068bb5a372, 865a814c263)
(7ce00552829, a0e2798577)
(2f861aeb1e, 3f7e70db50a)
(5cb9d3ada50, 61cb8a37fd)
(22048c0be01, 37f3994c29f)
(1274ca27c6a, 7e14a7dbe6b)
(22164890040, 6d7777bed91)
(69a2af77030, 4feee8311d3)
(3accce8fcd9, 5e5bb94b3f7)
(4172e3e8af5, 4feee8311d3)
(2ee53858c19, 40913290b26)
(5e34ac9e4b3, 98ad612884)
(5cf6302639d, 4feee8311d3)
(861894dd485, 3b1b365ac84)
(42704f7d22e, 61cb8a37fd)
(3c09f43a963, 98ad612884)
(291627608e7, 7e14a7dbe6b)
(889ad6ecb85, 61cb8a37fd)
(20442f283da, 621e8c62fb5)
(21eccf7f39c, 98ad612884)
(7b63ce2d463, 98ad612884)
(2dc7b7f9460, 5e6feeace68)
(68a4c92e1cc, 5b786e3871a)
(24e88835c3f, a0e2798577)
(7940e72f31a, 6694ffa58d3)
(32ab275b110, 639a1cd3499)
(739d130543c, 98ad612884)
(18b9d177a3, a0e2798577)
(58694271464, 243d7df2bed)
(4ac531aa906, 7e14a7dbe6b)
(5c7252f28dd, a0e2798577)
(c91dfcc8d0, 5b786e3871a)
(8c3ee78af26, 5e5bb94b3f7)
(400bec10399, 6694ffa58d3)
(617049e5ff7, 6694ffa58d3)
(7e3c1523acc, 5b786e3871a)
(33f93736c24, 7eb73a80fe)
(7a82ec57269, 55a95f28145)
(5a0cc9535d6, 37f3994c29f)
(259296ebca2, 4feee8311d3)
(8a449cf0109, 37f3994c29f)
(35d78e2cf4b, a0e2798577)
(5fe3fbf48fa, 855f31c2e7f)
(31faa1c2d2c, 5e6feeace68)
(50b654f18e9, 76ba312ca1f)
(813bd47c349, 7eb73a80fe)
(2992b4bad2c, 3b1b365ac84)
(62a49593d33, 61cb8a37fd)
(173a57d5d36, 5e6feeace68)
(58ac24f4424, 70d52c36524)
(4c4f435ddbd, 865a814c263)
(593ab29b0b8, 112874a1372)
(540132726e4, 621e8c62fb5)
(5be364b503c, 8fb2c1227ba)
(69f0547c82d, 6694ffa58d3)
(4e545a84dd0, 3b1b365ac84)
(63a4561b6f1, 3f7e70db50a)
(21826b66f0f, 112874a1372)
(3fe5d0c931c, 621e8c62fb5)
(23e5e0c3cc, 36dd686ddea)
(460317c7014, 5e6feeace68)
(6c0badfe3f7, 37f3994c29f)
(84abc5500f2, 98ad612884)
(8d99513a7de, 855f31c2e7f)
(7dbfa0bd58b, 71ecb33b0c9)
(4fd6a83ab93, 61cb8a37fd)
(185d7cc531e, 621e8c62fb5)
(241297783b, a0e2798577)
(2fe12a4eff7, 3b1b365ac84)
(370510998c8, 7e14a7dbe6b)
(751b04d77f3, 6694ffa58d3)
(78185ec69c8, 55a95f28145)
(629b51c98b4, 6d7777bed91)
(4e5047109ce, 224238aea3f)
(2b0653078b9, 37f3994c29f)
(3af0f9c0f22, 70d52c36524)
(532650fdc4, 7e14a7dbe6b)
(43fba3bdba4, 28ff7c1768b)
(27acdd2b365, 36dd686ddea)
(1ece5b5e9f2, 61cb8a37fd)
(80770ddb67a, 621e8c62fb5)
(15fd6153c50, 3f7e70db50a)
(2b729041671, 639a1cd3499)
(72f91dea679, 8fb2c1227ba)
(554e802d6ca, 3ddc4b17811)
(75da83abddb, 6694ffa58d3)
(8665c745650, 61cb8a37fd)
(1c6426c39d3, 621e8c62fb5)
(1280127022, 6694ffa58d3)
(44635ad3455, 5b786e3871a)
(4af52879966, 55a95f28145)
(910a2cfad9, 865a814c263)
(cfc27c604f, 865a814c263)
(13a538e5cfa, 55a95f28145)
(2fd81d5d0ca, 2464f5b91f8)
(3efcf3ac968, 37f3994c29f)
(1cf1574fcfd, 5e6feeace68)
(671396052ac, 28ff7c1768b)
(7eab343ca53, a0e2798577)
(437553bda91, 3b1b365ac84)
(65743d3d60a, 855f31c2e7f)
(82e21fb8cbd, 61cb8a37fd)
(17563436558, 8fb2c1227ba)
(48c232ee537, 3ddc4b17811)
(fc27f24c44, 40913290b26)
(8aa07670326, 5b786e3871a)
(44dd13ab02e, 243d7df2bed)
(599dea1b8ee, 855f31c2e7f)
(2248e6f545d, 5e5bb94b3f7)
(8ef88dfdba3, 76ba312ca1f)
(78978c29d42, 61cb8a37fd)
(56357395fb3, 8fb2c1227ba)
(83802fe2cc9, 36dd686ddea)
(12788bea14f, 5e6feeace68)
(57a9d5e7d27, 8fb2c1227ba)
(327a0486e36, 61cb8a37fd)
(6360512586b, 37f3994c29f)
(4d04980a528, 37f3994c29f)
(87ed485ffbf, 71ecb33b0c9)
(3ee068cefe, 7eb73a80fe)
(8f93451ac35, 55a95f28145)
(4f29a4c091c, 28ff7c1768b)
(7550244b28b, 70d52c36524)
(45d60a1a7c5, 5b786e3871a)
(8a984035026, a0e2798577)
(6a2be56d119, 3ddc4b17811)
(646916e1952, 28ff7c1768b)
(51011ed6346, 5e6feeace68)
(12fc90bfecb, 5e5bb94b3f7)
(1a73843ea55, 37f3994c29f)
(1f13879d770, 112874a1372)
(7a75dda37eb, 36dd686ddea)
(1a0d2b1e6bc, 8fb2c1227ba)
(46ee49f2ebc, 37f3994c29f)
(7f7f1a4c4c0, 55a95f28145)
(82608c16a8c, 3b1b365ac84)
(513be7194e6, 5e6feeace68)
(70cd883048, 621e8c62fb5)
(5759967cd98, 71ecb33b0c9)
(68816ae4833, 70d52c36524)
(40e920072d8, 98ad612884)
(87e0ab35f03, 3b1b365ac84)
(383e6bb5ddf, 3ddc4b17811)
(12aa6f32321, 3b1b365ac84)
(7ec740f04bb, 8fb2c1227ba)
(5724f13a8f2, 55a95f28145)
(126a7b5d362, 6d7777bed91)
(4c984224e95, 70d52c36524)
(54d17e84c22, 621e8c62fb5)
(2e97919f48d, 36dd686ddea)
(71972e36a6b, 112874a1372)
(2f22facbb56, 6694ffa58d3)
(51b9092e16d, 621e8c62fb5)
(4ef0b65fe2b, 224238aea3f)
(682bb3b890d, 5e5bb94b3f7)
(41dd1757641, 8fb2c1227ba)
(1b65e59feba, 71ecb33b0c9)
(96f6750e63, 4feee8311d3)
(9b8d85d9f0, 8fb2c1227ba)
(913cf6941bf, 5e6feeace68)
(31af21f099b, 37f3994c29f)
(be13c44986, 5e6feeace68)
(12c7074a8da, 61cb8a37fd)
(2b2337b3ae9, 865a814c263)
(811f0b438a, 5e6feeace68)
(37bf9c14afa, 112874a1372)
(56885c58acd, 55a95f28145)
(59e47ad25e, 2464f5b91f8)
(670e74a0ecc, 243d7df2bed)
(7b15dab8b46, 98ad612884)
(863286e71fa, 7eb73a80fe)
(1480c9fa548, 7eb73a80fe)
(8504e3fa30, 61cb8a37fd)
(449137041a8, 243d7df2bed)
(7c1e1d75a34, 5b786e3871a)
(60c61c5c72b, 19724f8ac8f)
(51f85c4920c, 5e5bb94b3f7)
(2b3a304faca, 61cb8a37fd)
(54149723a8, 76ba312ca1f)
(507ca324b9d, 28ff7c1768b)
(20a4d6db11f, 621e8c62fb5)
(58539e5c587, 639a1cd3499)
(676639f89f0, 112874a1372)
(3fa6fbb8521, 3b1b365ac84)
(5502b7c7c9b, 70d52c36524)
(20f1cfbc18a, 76ba312ca1f)
(3217b760f17, 28ff7c1768b)
(30a7b6a743a, 2464f5b91f8)
(70620ea9a39, 7eb73a80fe)
(2288e0cdb9, 865a814c263)
(5190c44c4b2, 3f7e70db50a)
(f13ceb4ef0, 6694ffa58d3)
(899f64721a3, 61cb8a37fd)
(27697918681, 621e8c62fb5)
(83b9b227201, a0e2798577)
(5e687340567, 55a95f28145)
(3ab43f6ba8c, 70d52c36524)
(88f3bb54ce8, 70d52c36524)
(56db6d4ea0, 865a814c263)
(1f94b2a65f6, 71ecb33b0c9)
(16320647003, 7eb73a80fe)
(609bea96baa, a0e2798577)
(493f1aa3891, 2464f5b91f8)
(817c41f1df8, 4feee8311d3)
(38e18730e68, 6694ffa58d3)
(82449e3547a, 76ba312ca1f)
(6a0c1fbd48c, 76ba312ca1f)
(210103958ea, 243d7df2bed)
(39f6d582544, 3ddc4b17811)
(6bbfdc77823, 3f7e70db50a)
(4d00d03ac8b, 3b1b365ac84)
(8ce7fe675b3, 5e5bb94b3f7)
(42e943b0e60, 112874a1372)
(6262cef4807, 28ff7c1768b)
(902aba111ac, 7eb73a80fe)
(42ddbb3e1f4, 6694ffa58d3)
(9b62cbf178, 5e6feeace68)
(75b3cd2c14e, 55a95f28145)
(65b6045be09, 8fb2c1227ba)
(92f030b0df, 40913290b26)
(447603ff629, 6d7777bed91)
(79f1084323d, 243d7df2bed)
(281acda2945, 865a814c263)
(87715f8cdd2, 7eb73a80fe)
(456d164cd45, 71ecb33b0c9)
(68349c9c641, 3b1b365ac84)
(afbedead25, 5b786e3871a)
(4b1d7699da6, 3b1b365ac84)
(7b308dff84f, 36dd686ddea)
(74cc7ea1412, 7e14a7dbe6b)
(6eca2e36f9a, 40913290b26)
(82dd0126c5c, 639a1cd3499)
(4a86aeafad0, 36dd686ddea)
(874413a25bb, 5e6feeace68)
(7a64a436ada, 224238aea3f)
(3802a8f0eb4, 71ecb33b0c9)
(4e30efb878, 6d7777bed91)
(425fd0a8614, 865a814c263)
(12fb3431eec, 621e8c62fb5)
(246e2ec31c, a0e2798577)
(3ca630740de, 5b786e3871a)
(90bcebe49a6, 7eb73a80fe)
(485ffa14817, a0e2798577)
(809c04d5697, a0e2798577)
(3e481707f08, 36dd686ddea)
(3e6f7e845a, 865a814c263)
(6ad5710216, 3ddc4b17811)
(2935da6ff6d, 6d7777bed91)
(45942d7d558, 3b1b365ac84)
(1b322d62de, 61cb8a37fd)
(c599196064, 243d7df2bed)
(4e0ebbd86fe, 224238aea3f)
(230e9bc615f, 8fb2c1227ba)
(6e54de7f654, 3b1b365ac84)
(80728d9be55, 5b786e3871a)
(3e6c851dc5a, 112874a1372)
(6971cfccc04, 5e5bb94b3f7)
(ec1bf98ab2, a0e2798577)
(50b9b0f96ae, 98ad612884)
(668e008bb35, 98ad612884)
(390377fa511, 243d7df2bed)
(2d38c211de5, 2464f5b91f8)
(6daa9085d46, 55a95f28145)
(381a5c1a4da, 71ecb33b0c9)
(1c19a92cad1, 28ff7c1768b)
(b94443a7a4, 8fb2c1227ba)
(4862f7e810a, 98ad612884)
(1722adf00ce, 98ad612884)
(257fbf430e3, 8fb2c1227ba)
(43d8dbce37b, 3f7e70db50a)
(7939fc7630b, 8fb2c1227ba)
(3274be3b4d7, 4feee8311d3)
(4440848e7da, 865a814c263)
(29adaca4556, 112874a1372)
(60749cfd0cf, 6694ffa58d3)
(84b41f602f6, 639a1cd3499)
(5f6c7bd1f0b, 3b1b365ac84)
(aa9acc45c1, 5b786e3871a)
(4711a2c8a6, 55a95f28145)
(277c28b62a3, 7e14a7dbe6b)
(5551947a15c, a0e2798577)
(8bdd1b171a8, 5e6feeace68)
(65bab91915c, 224238aea3f)
(39f2395952b, 5e5bb94b3f7)
(52bfbc21f0c, 7eb73a80fe)
(2db6f7aa159, 6694ffa58d3)
(7cf82ebeb1, 3f7e70db50a)
(2bd73745a79, 19724f8ac8f)
(f304640086, 40913290b26)
(3aed20b902e, 55a95f28145)
(1f28e76f7c9, 40913290b26)
(544dd6bffeb, 37f3994c29f)
(5762f7bf5e3, 8fb2c1227ba)
(490f90a0bb9, 28ff7c1768b)
(46ec465466, 639a1cd3499)
(674cbcd194c, 639a1cd3499)
(5385e0fbabe, 70d52c36524)
(68b68dabaa, 639a1cd3499)
(2cfffef46f1, 2464f5b91f8)
(6d9b0b2a8ec, 4feee8311d3)
(5250d201b7c, a0e2798577)
(397a03d1c8d, 71ecb33b0c9)
(44a283bced5, a0e2798577)
(683ccdcf8cd, 3ddc4b17811)
(440bb615e5a, 71ecb33b0c9)
(a871045ada, 224238aea3f)
(321aa301581, 55a95f28145)
(5ef1bbe3ce9, 855f31c2e7f)
(593d088b292, 76ba312ca1f)
(479df48a2fd, 55a95f28145)
(6f97b8ac17b, 3b1b365ac84)
(194d913da6c, 3b1b365ac84)
(5bb8c04b1d9, 36dd686ddea)
(642c5009663, 55a95f28145)
(ee9707048e, 112874a1372)
(7e83d255ba0, 865a814c263)
(a856faab5c, 3f7e70db50a)
(7fedebfe72f, 3b1b365ac84)
(39b0bc28dd, 76ba312ca1f)
(7d89fe11763, 5e6feeace68)
(2113ebc235e, 2464f5b91f8)
(1ec7d073984, 3b1b365ac84)
(25c51c9ba9, 40913290b26)
(2573f8605b7, 70d52c36524)
(32fa7904319, 19724f8ac8f)
(3a24ca66b88, 3b1b365ac84)
(23f30e1f2de, 855f31c2e7f)
(378dcf9e06, 855f31c2e7f)
(54b39e1b8d9, 61cb8a37fd)
(299183e58d4, 5e5bb94b3f7)
(70f46f94c27, a0e2798577)
(622b2c3619c, 3ddc4b17811)
(90f9c4def0c, 2464f5b91f8)
(2f5f3eb60cd, 243d7df2bed)
(525ee8b3d80, 61cb8a37fd)
(7d96f4aecff, 224238aea3f)
(5c34b7b9c68, 243d7df2bed)
(413e3655daf, 98ad612884)
(13d05c1769c, 5b786e3871a)
(3e77982e1e9, 55a95f28145)
(cafb2467d5, 6694ffa58d3)
(353ce4a537b, 6d7777bed91)
(5c718171741, 224238aea3f)
(6ff6d2b8c94, 621e8c62fb5)
(5c0f2736d53, 98ad612884)
(6db00b6d54f, 243d7df2bed)
(5417e338714, 3b1b365ac84)
(87fa462365, 36dd686ddea)
(9bf46412f9, 5b786e3871a)
(6665bc195e0, 55a95f28145)
(40825d98d03, 5e5bb94b3f7)
(800e016526b, 4feee8311d3)
(1ec98c4172f, 8fb2c1227ba)
(2da77a62510, 28ff7c1768b)
(77fb95c03a4, 28ff7c1768b)
(8eb0aceb42f, 6694ffa58d3)
(90484f6f971, 3f7e70db50a)
(8a5b48c0abc, 2464f5b91f8)
(36af481630a, 243d7df2bed)
(4204eaa0b54, 112874a1372)
(2948f8da6c7, 7eb73a80fe)
(268168712fd, 4feee8311d3)
(3fcf2ecde81, 5e5bb94b3f7)
(54c857412c4, 98ad612884)
(5ba6cee80ed, 621e8c62fb5)
(4278e6e5ef0, 40913290b26)
(3367d1774aa, 71ecb33b0c9)
(504fa23345d, 112874a1372)
(45a79167fcf, 5b786e3871a)
(82f162e4f9b, 19724f8ac8f)
(58da4640a40, 621e8c62fb5)
(128b88db0e5, 7e14a7dbe6b)
(636b7f72303, 2464f5b91f8)
(8182c1544e9, 55a95f28145)
(1583c51b84f, 3f7e70db50a)
(699cb65348, 5e5bb94b3f7)
(76f6dc91b66, 224238aea3f)
(845a7da332d, 621e8c62fb5)
(8da9500c679, 3f7e70db50a)
(125b942b7bc, 61cb8a37fd)
(1529e6c0888, 855f31c2e7f)
(1ada53c88c7, a0e2798577)
(3fbaf346c95, 7e14a7dbe6b)
(43fa16fd64e, 621e8c62fb5)
(1b1ad2d234b, 3b1b365ac84)
(84d16854d14, 2464f5b91f8)
(7ce43560efd, 621e8c62fb5)
(82ec22a171, 37f3994c29f)
(5127c534eb3, 28ff7c1768b)
(59398e7af89, 3ddc4b17811)
(5e48bd81a62, 70d52c36524)
(6ced1286a2, 621e8c62fb5)
(2792e11a01e, 8fb2c1227ba)
(5b7cd515062, 8fb2c1227ba)
(6c0c8e4229d, 3b1b365ac84)
(c704fc6488, 2464f5b91f8)
(84651abb588, 2464f5b91f8)
(77578a673d8, 61cb8a37fd)
(883627a4763, 855f31c2e7f)
(40b627c9016, 37f3994c29f)
(6c3abd0f5ec, 61cb8a37fd)
(75326f2f067, 855f31c2e7f)
(2619d131e3, 40913290b26)
(4d5a9777b81, 3b1b365ac84)
(87abc6f77e0, 55a95f28145)
(722b0a58fa3, 5b786e3871a)
(414f2cb86e, 55a95f28145)
(1c13c015fca, 36dd686ddea)
(d857f489fd, 3f7e70db50a)
(2802201c130, 3f7e70db50a)
(5d039b5923b, 7eb73a80fe)
(24344495887, 2464f5b91f8)
(6db32131af7, 71ecb33b0c9)
(f3216eab3c, 5b786e3871a)
(7bb7029bebb, 71ecb33b0c9)
(81ea6689528, 5b786e3871a)
(a6b337b69c, 639a1cd3499)
(2caf583f60b, 243d7df2bed)
(5e67b88974c, 6694ffa58d3)
(26d13d316d1, 112874a1372)
(76d6c8993a, 639a1cd3499)
(80468252b1a, 37f3994c29f)
(8bc71e68322, 3f7e70db50a)
(8a32f17fbb1, 70d52c36524)
(1cb158a3f2e, 224238aea3f)
(25018bca5b2, 112874a1372)
(50738453b34, 5e6feeace68)
(ee09dd5afe, 71ecb33b0c9)
(40699c776ab, 55a95f28145)
(3c42c133d33, 55a95f28145)
(f99ead877f, 5e6feeace68)
(c7ccade64e, 224238aea3f)
(2efe2ae19b, 40913290b26)
(34c93d346b1, 6694ffa58d3)
(195b3f38d63, 8fb2c1227ba)
(fbd741836b, 36dd686ddea)
(82feab615a7, 40913290b26)
(2570fb6a7d4, 855f31c2e7f)
(6959a84fdf7, 6694ffa58d3)
(87bbdb9ed12, 61cb8a37fd)
(56c47bc656f, 98ad612884)
(3eea0432ada, 36dd686ddea)
(5038c4bcd0a, 4feee8311d3)
(6a3f2c30745, 243d7df2bed)
(5f609ecb034, a0e2798577)
(1bbc30f7508, 55a95f28145)
(1126cbcbcdb, 55a95f28145)
(544e9685f10, 8fb2c1227ba)
(777c774d8b1, 37f3994c29f)
(6b1e677d663, 3ddc4b17811)
(e86917abda, 36dd686ddea)
(4914029458b, 76ba312ca1f)
(e55f064545, 3f7e70db50a)
(83a76a10f80, 865a814c263)
(8ba3f96db60, 8fb2c1227ba)
(528186ec2c1, 6694ffa58d3)
(84c4ec08078, 3f7e70db50a)
(72f3ee4f413, 6694ffa58d3)
(6d77eec2adb, 8fb2c1227ba)
(4a4e891e2ff, 855f31c2e7f)
(8d68be01591, 224238aea3f)
(58b3b60ce6b, 36dd686ddea)
(74933703a2e, 3b1b365ac84)
(8177b8ddfc8, 8fb2c1227ba)
(883983e0c9c, 3b1b365ac84)
(1c44efd1e2b, 4feee8311d3)
(6ee23d5cec3, 621e8c62fb5)
(49b48444ff0, 71ecb33b0c9)
(22f094038, 98ad612884)
(873588119f1, 865a814c263)
(46d88a36b73, 19724f8ac8f)
(414c2ca5101, 70d52c36524)
(69a6d508b9, 621e8c62fb5)
(75d72c9e533, 70d52c36524)
(22a93d4652a, 37f3994c29f)
(12c44dcb898, 19724f8ac8f)
(82522cfdfe5, 40913290b26)
(85f1dd9a7b5, 61cb8a37fd)
(736bda284ac, 639a1cd3499)
(7bf0949409c, 76ba312ca1f)
(6282a9cefad, 112874a1372)
(8ebcb82ef01, a0e2798577)
(162de7dea21, 5b786e3871a)
(6a0a591b960, 70d52c36524)
(635412f6515, 98ad612884)
(92ca223dcd, 5b786e3871a)
(78b15b9fcab, 6694ffa58d3)
(350c972de83, 224238aea3f)
(7fee7cc8e28, 76ba312ca1f)
(e370f99624, 7e14a7dbe6b)
(56ca774ae2f, 4feee8311d3)
(7cc5e9b6338, 6d7777bed91)
(14ab9b8a70d, 6d7777bed91)
(86c575cd5f0, 61cb8a37fd)
(ef222abc1c, 36dd686ddea)
(29d05553612, 7eb73a80fe)
(64e9053006c, 98ad612884)
(757ad286a9f, 5e6feeace68)
(806a6aab76e, 8fb2c1227ba)
(55ca4c76928, 865a814c263)
(607da54a267, 3ddc4b17811)
(c59f15d6fe, 37f3994c29f)
(7fc75dd1fad, 37f3994c29f)
(7ed29ba2cd9, 7e14a7dbe6b)
(47be04f71b9, 28ff7c1768b)
(2d6196bae9d, 2464f5b91f8)
(7ca50110ffa, 70d52c36524)
(52a6d3db462, 98ad612884)
(35e12af2ed7, 224238aea3f)
(6ab8f595a20, 3b1b365ac84)
(8609a2a6524, 5e6feeace68)
(2260891d4b9, 6694ffa58d3)
(7ad28c343a6, 3ddc4b17811)
(25a0ce60ca9, 243d7df2bed)
(7f7deae1058, 71ecb33b0c9)
(2db8d13b5a7, 71ecb33b0c9)
(887181aa780, 639a1cd3499)
(8831d21fa1, a0e2798577)
(ea18d7e6bd, 2464f5b91f8)
(5fb1dc594f7, 28ff7c1768b)
(16fc508df58, 7e14a7dbe6b)
(61bc9a36658, 61cb8a37fd)
(f08b12157c, 5e6feeace68)
(638db998bdd, 71ecb33b0c9)
(5f12cc6e0c6, 865a814c263)
(28c730d2a8a, 3ddc4b17811)
(5a6587c29f8, 243d7df2bed)
(1b80a6ad5b5, 28ff7c1768b)
(66a53968f32, 8fb2c1227ba)
(6418041e243, 3b1b365ac84)
(44e32169262, 3b1b365ac84)
(3f9c5a973dc, 61cb8a37fd)
(cb823e5585, 36dd686ddea)
(4cebaffbc1, 855f31c2e7f)
(46fe1ab5068, 6d7777bed91)
(533319b78c1, 61cb8a37fd)
(57555e6ae65, 8fb2c1227ba)
(809b11a0df4, 19724f8ac8f)
(153642d91b5, 5e6feeace68)
(381321ad00, 28ff7c1768b)
(3a577db158, 5e6feeace68)
(154eeb21228, a0e2798577)
(33206ffa594, 3ddc4b17811)
(702a71d8386, 19724f8ac8f)
(6a9bcb3b778, 76ba312ca1f)
(53e249670d4, 70d52c36524)
(76c811b1b40, 70d52c36524)
(908036ba477, 19724f8ac8f)
(44e6f0d78fd, 224238aea3f)
(1665c923452, 3b1b365ac84)
(7210cb84544, 40913290b26)
(2e809b64442, 36dd686ddea)
(5ed5586d6ce, 5b786e3871a)
(39fbc025c0b, 5e6feeace68)
(7a5c5910ba2, 98ad612884)
(d1acb15491, 3f7e70db50a)
(1c8a3b1aa42, 6d7777bed91)
(816a062936c, 70d52c36524)
(61ce899687c, 40913290b26)
(4b55165fc93, 3b1b365ac84)
(19fc862869a, 7e14a7dbe6b)
(814c61f72a1, 6694ffa58d3)
(539126193a3, 76ba312ca1f)
(810407a5ab7, 3ddc4b17811)
(1c9daba28e9, 8fb2c1227ba)
(1a8e928e3e4, 3b1b365ac84)
(678c100c288, 36dd686ddea)
(438752c7a9, 3ddc4b17811)
(337bf8dbca7, 3b1b365ac84)
(4c6f4cd9e40, 2464f5b91f8)
(4ce67b17a39, 37f3994c29f)
(59c16cb5f4f, 98ad612884)
(3c74974c6d3, 3f7e70db50a)
(58b587f2d58, 61cb8a37fd)
(73865d2e546, 98ad612884)
(1b6f8fbe231, 3f7e70db50a)
(2ab77263596, 3b1b365ac84)
(3731c34d457, 55a95f28145)
(1361fa4d09d, 5e6feeace68)
(448b28bfc91, 4feee8311d3)
(7c80955985c, 7eb73a80fe)
(8710e3544, 28ff7c1768b)
(235cd0419da, 6d7777bed91)
(64ec790118f, 61cb8a37fd)
(88862ef929a, 6694ffa58d3)
(e47050cb63, 36dd686ddea)
(dc7c369ed, 55a95f28145)
(88110ce96ed, 5e5bb94b3f7)
(5d3a393261c, 621e8c62fb5)
(50d60209361, 37f3994c29f)
(92808b430b, 112874a1372)
(2f4ab46e432, 243d7df2bed)
(7f34be96a1c, 5b786e3871a)
(2abffd1a8cb, 243d7df2bed)
(14f16c0e5c, 55a95f28145)
(1e3f91689a3, a0e2798577)
(134e30ebdab, 243d7df2bed)
(6ac42041dff, 19724f8ac8f)
(177bf05bb33, 6694ffa58d3)
(6b8a4ff90ad, 55a95f28145)
(8bb42c1621, 3f7e70db50a)
(34b25bb6569, 76ba312ca1f)
(2c1cd358eec, 7eb73a80fe)
(233e63c67d1, 865a814c263)
(7125ba16b4a, 3b1b365ac84)
(896043714e0, 6d7777bed91)
(6b64d30b847, 98ad612884)
(88754cb93c2, 865a814c263)
(2a0c7c3edbe, 70d52c36524)
(48f9e8af030, 5e5bb94b3f7)
(4bcab02a6b6, 6d7777bed91)
(6de262a4a48, 28ff7c1768b)
(7e5293d01d2, 2464f5b91f8)
(49c6e37b2a8, 224238aea3f)
(877b8ed82bc, 112874a1372)
(6fd6531fa89, 2464f5b91f8)
(5a856139868, 8fb2c1227ba)
(78f9d74ed3e, 5e5bb94b3f7)
(8efaad02fee, 865a814c263)
(8bcb20091a7, 855f31c2e7f)
(4743ba92215, 5e5bb94b3f7)
(44c86f3b25e, 865a814c263)
(6eeb8f47717, 3f7e70db50a)
(8833be6baa0, 70d52c36524)
(36f820eae31, 112874a1372)
(3dd0b7face2, 98ad612884)
(861591b986b, 224238aea3f)
(3bd6c601bd5, 36dd686ddea)
(4ca3abcd0e6, 71ecb33b0c9)
(394bf5a421a, 6694ffa58d3)
(2eff878fb3b, 7eb73a80fe)
(83165938e10, 6694ffa58d3)
(65db4554263, a0e2798577)
(1f6ee8cf5aa, 76ba312ca1f)
(10b17c637e1, 76ba312ca1f)
(3104f65e155, 36dd686ddea)
(2dfce5a8d81, 855f31c2e7f)
(d8e6a0640c, 98ad612884)
(29f4a38218a, a0e2798577)
(38caab4fbca, 7eb73a80fe)
(4a0859f1817, 3b1b365ac84)
(753ad66e409, 3ddc4b17811)
(91250942dc1, 40913290b26)
(69246148467, 6d7777bed91)
(54302c26f82, 112874a1372)
(52d38265738, a0e2798577)
(17ca1f8bc84, 3ddc4b17811)
(32d28e8e085, 70d52c36524)
(267210df051, 71ecb33b0c9)
(2e8e6d530cc, 5b786e3871a)
(70235ee06bd, 76ba312ca1f)
(51ff8bdfe69, 5e6feeace68)
(6b99565a36f, 865a814c263)
(42e94561842, 855f31c2e7f)
(7ea5b30539c, 639a1cd3499)
(483318fbfc9, 4feee8311d3)
(1c405734dc8, 6d7777bed91)
(5f17b3cde67, 243d7df2bed)
(692fb47b4dc, 40913290b26)
(3a31aaf27c, 6694ffa58d3)
(e5071fb3b6, 3b1b365ac84)
(71036fb682e, 865a814c263)
(64fbd9de87a, 3b1b365ac84)
(8dc23b7f21b, 28ff7c1768b)
(9f9cbb9913, 243d7df2bed)
(84d1b786b88, 40913290b26)
(67431ed3058, 5e5bb94b3f7)
(7ff9f39cbaf, 5b786e3871a)
(10b0ef31ba6, 243d7df2bed)
(1a6cfe7d7a1, 40913290b26)
(75b6827bfa1, 5e5bb94b3f7)
(816594ea74c, a0e2798577)
(2473d50d01b, 55a95f28145)
(26b592823db, 865a814c263)
(f5c0699672, 3ddc4b17811)
(1703ecf8258, 70d52c36524)
(2ea2f65c4bd, 37f3994c29f)
(60883ec8650, 71ecb33b0c9)
(30e0994984d, 3ddc4b17811)
(8bba5581f0c, 55a95f28145)
(191a2e9eb86, 61cb8a37fd)
(39c2d9a2010, 19724f8ac8f)
(3ee030afa9, 55a95f28145)
(635618f3f43, 2464f5b91f8)
(81aefb6c878, 3f7e70db50a)
(7356bb4faf9, 28ff7c1768b)
(6a4ee26a2d6, 98ad612884)
(2fe78e6a931, 7eb73a80fe)
(75994d599ce, a0e2798577)
(6ebb0d02bbd, 3b1b365ac84)
(83da1402b00, 5b786e3871a)
(794a630a349, 7eb73a80fe)
(8f9ae05defa, 5e6feeace68)
(24f9cf9594a, 243d7df2bed)
(5f2fbbe6aac, 40913290b26)
(50eec6ac452, 36dd686ddea)
(3e802cd7434, 7eb73a80fe)
(4e13dd7c530, 6d7777bed91)
(5413b7cfa9, 5e5bb94b3f7)
(26b42f2a342, 4feee8311d3)
